Q3A,Q10A,Q13A,Q16A,Q26A,Q34A,Q37A,Q38A,age,voted,familysize,education_0,education_1,education_2,education_3,education_4,urban_0,urban_1,urban_2,urban_3,urban_4,gender_0,gender_1,gender_2,gender_3,gender_4,hand_0,hand_1,hand_2,hand_3,hand_4,religion_0,religion_1,religion_2,religion_3,religion_4,orientation_0,orientation_1,orientation_2,orientation_3,orientation_4,race_0,race_1,race_2,race_3,race_4,married_0,married_1,married_2,married_3,married_4,prediction,user_feedback,target
3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,17.0,1.0,3.0,0.1944629561532774,0.09806711546688984,0.18395655095095936,0.17921431418555692,0.34429835635319556,0.22153250798307408,0.1044741314026876,0.18743212544618867,0.17212950298467009,0.3144316952913559,0.22747067778535066,0.10510022598702504,0.18996988487898098,0.16861789934615787,0.3088413091389085,0.231206350563109,0.10520497343922952,0.18949524969515807,0.1677913129953667,0.30630211272413843,0.22498984476735195,0.10113748596388036,0.18334513870372351,0.16495536461972393,0.32557168912333617,0.18135542731878102,0.09572612112147484,0.18832707661719875,0.1828665215017914,0.3517147093179144,0.21201660758548824,0.0959404202086904,0.18172702170860638,0.1663284466942207,0.34398681281373855,0.2145027821053349,0.10239936157387533,0.18891253308231049,0.17147051701073468,0.3227147504332142,4,4,4
